Feat, featLink, book, bookLink
Ballista Proficiency,/feats/heroes-of-battle--69/ballista-proficiency--173/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Bane Magic,/feats/lords-of-madness--72/bane-magic--6/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Bane Magic,/feats/heroes-of-horror--70/bane-magic--174/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Bane of Argonnessen,/feats/dragonmarked--7/bane-of-argonnessen--175/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Bane of Enemies,/feats/epic-level-handbook--41/bane-of-enemies--176/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Bane of Infidels,/feats/power-of-faerun--31/bane-of-infidels--177/,Power of Faerun,/rulebooks/forgotten-realms-35--4/power-of-faerun--31/
Bane of the Unclean,/feats/lords-of-madness--72/bane-of-the-unclean--178/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Barbed Stinger,/feats/serpent-kingdoms--24/barbed-stinger--179/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Batrider,/feats/races-of-faerun--23/batrider--181/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Battle Blessing,/feats/complete-champion--57/battle-blessing--182/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Battle Caster,/feats/complete-arcane--55/battle-caster--183/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Battle Casting,/feats/races-of-the-wild--84/battle-casting--184/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Battle Dancer,/feats/players-handbook-ii--80/battle-dancer--185/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Battle Hardened,/feats/races-of-stone--82/battle-hardened--186/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Battle Jump,/feats/unapproachable-east--33/battle-jump--187/,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Battle Mage Tactics,/feats/monster-manual-v--78/battle-mage-tactics--188/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
Battlebred,/feats/players-guide-to-eberron--13/battlebred--189/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Battlecaster Defense,/feats/complete-mage--58/battlecaster-defense--190/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Battlecaster Offense,/feats/complete-mage--58/battlecaster-offense--191/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Battlefield Inspiration,/feats/miniatures-handbook--75/battlefield-inspiration--192/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Battleshifter Training,/feats/races-of-eberron--10/battleshifter-training--193/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Bear Fang,/feats/complete-warrior--61/bear-fang--194/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Beast Companion,/feats/epic-level-handbook--41/beast-companion--195/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Beast Shape,/feats/eberron-campaign-setting--12/beast-shape--196/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Beast Totem,/feats/eberron-campaign-setting--12/beast-totem--197/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Beast Wild Shape,/feats/epic-level-handbook--41/beast-wild-shape--198/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Beasthide,/feats/eberron-campaign-setting--12/beasthide--199/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Beasthide Elite,/feats/eberron-campaign-setting--12/beasthide-elite--200/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Beckon the Frozen,/feats/frostburn--68/beckon-the-frozen--201/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Beloved of Demons,/feats/exemplars-of-evil--64/beloved-of-demons--202/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
Bend Spell,/feats/dragon-compendium--109/bend-spell--3335/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Bestial Charge,/feats/complete-champion--57/bestial-charge--203/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Bestial Hide,/feats/lords-of-madness--72/bestial-hide--204/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Better Lucky than Good ,/feats/complete-scoundrel--60/better-lucky-than-good--205/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Bind Elemental,/feats/eberron-campaign-setting--12/bind-elemental--206/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Bind Vestige,/feats/tome-of-magic--89/bind-vestige--207/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Bind Vestige, Improved,/feats/tome-of-magic--89/bind-vestige-improved--208/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Binding Brand,/feats/players-guide-to-eberron--13/binding-brand--209/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Black Dragon Lineage ,/feats/dragon-magic--62/black-dragon-lineage--210/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Black Lore of Moil,/feats/complete-arcane--55/black-lore-of-moil--211/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Blackwater Invocation,/feats/stormwrack--87/blackwater-invocation--212/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Blade Meditation,/feats/tome-of-battle-the-book-of-nine-swords--88/blade-meditation--213/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Blade of Force,/feats/complete-mage--58/blade-of-force--214/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Bladebearer of the Valenar,/feats/players-guide-to-eberron--13/bladebearer-of-the-valenar--215/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Bladebearer of the Valenar,/feats/races-of-eberron--10/bladebearer-of-the-valenar--216/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Bladebearer of Valenar,/feats/players-guide-to-eberron--13/bladebearer-valenar--3319/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Bladeproof skin,/feats/unearthed-arcana--90/bladeproof-skin--217/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Blazing Berserker,/feats/sandstorm--85/blazing-berserker--218/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Blend Into Shadows,/feats/drow-of-the-underdark--93/blend-shadows--3324/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Blessed by Tem-Et-Nu,/feats/sandstorm--85/blessed-by-tem-et-nu--219/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Blessed of the Seven Sisters,/feats/players-guide-to-faerun--22/blessed-of-the-seven-sisters--220/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Blessed of Vulkoor ,/feats/secrets-of-xendrik--15/blessed-of-vulkoor--221/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
Blessing of the Godless,/feats/exemplars-of-evil--64/blessing-of-the-goddess--222/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
Blind-Fight,/feats/players-handbook-v35--6/blind-fight--224/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Blinding Speed,/feats/epic-level-handbook--41/blinding-speed--225/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Blindsense,/feats/complete-adventurer--54/blindsense--226/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Blindsight,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/blindsight--227/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Blindsight, 5-foot Radius,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/blindsight-5-foot-radius--228/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Blindsight, 5-ft. Radius,/feats/deities-and-demigods--39/blindsight-5-ft-radius--3588/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Blistering Spell,/feats/players-handbook-ii--80/blistering-spell--229/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Block Arrow,/feats/heroes-of-battle--69/block-arrow--230/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Blood Calls to Blood,/feats/heroes-of-horror--70/blood-calls-to-blood--231/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Blood of the Warlord,/feats/races-of-faerun--23/blood-of-the-warlord--232/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Blood Sorcerer,/feats/oriental-adventures--96/blood-sorcerer--3664/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Blood War Conscript ,/feats/fiendish-codex-i-hordes-of-the-abyss--66/blood-war-conscript--233/,Fiendish Codex I: Hordes of the Abyss,/rulebooks/supplementals-35--5/fiendish-codex-i-hordes-of-the-abyss--66/
Blood-Spiked Charger,/feats/players-handbook-ii--80/blood-spiked-charger--239/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Blooded,/feats/forgotten-realms-campaign-setting--19/blooded--234/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Blooded,/feats/players-guide-to-faerun--22/blooded--235/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Bloodline of fire,/feats/forgotten-realms-campaign-setting--19/bloodline-of-fire--236/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Bloodline of fire,/feats/players-guide-to-faerun--22/bloodline-of-fire--237/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Bloodsoaked Intimidate,/feats/champions-of-ruin--27/bloodsoaked-intimidate--238/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Blowhard,/feats/savage-species--47/blowhard--240/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Blue Dragon Lineage ,/feats/dragon-magic--62/blue-dragon-lineage--241/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Boar&#39;s Ferocity,/feats/complete-divine--56/boars-ferocity--242/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Body Fuel,/feats/psionics-handbook-30--46/body-fuel--243/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Body Fuel,/feats/expanded-psionics-handbook--65/body-fuel--244/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Body Pouch,/feats/serpent-kingdoms--24/body-pouch--245/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Bolster Resistance,/feats/libris-mortis-the-book-of-the-dead--71/bolster-resistance--246/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Bonded Familiar,/feats/players-handbook-ii--80/bonded-familiar--247/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Bonus Breath,/feats/savage-species--47/bonus-breath--248/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Bonus Domain,/feats/complete-divine--56/bonus-domain--249/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Bonus Domain,/feats/epic-level-handbook--41/bonus-domain--250/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Bonus Essentia,/feats/magic-of-incarnum--74/bonus-essentia--251/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Bonus Soulmeld,/feats/magic-of-incarnum--74/bonus-soulmeld--252/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Boomerang Daze,/feats/races-of-eberron--10/boomerang-daze--254/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Boomerang Ricochet,/feats/races-of-eberron--10/boomerang-ricochet--255/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Boost Construct,/feats/expanded-psionics-handbook--65/boost-construct--256/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Boost Spell Resistance,/feats/book-of-vile-darkness--37/boost-spell-resistance--257/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Boost Spell-Like Ability,/feats/book-of-vile-darkness--37/boost-spell-like-ability--258/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Born Duelist,/feats/oriental-adventures--96/born-duelist--3665/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Born Flyer,/feats/races-of-the-wild--84/born-flyer--259/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Born of the Three Thunders,/feats/complete-arcane--55/born-of-the-three-thunders--260/,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Borne Aloft,/feats/complete-mage--58/borne-aloft--261/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Bounding Assault,/feats/players-handbook-ii--80/bounding-assault--262/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Bowslinger,/feats/underdark--34/bowslinger--3592/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
Braced for Charge,/feats/dragon-compendium--109/braced-charge--3336/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Brachiation,/feats/complete-adventurer--54/brachiation--263/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Brachiation,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/brachiation--264/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Brand of the Nine Hells,/feats/fiendish-codex-ii-tyrants-of-the-nine-hells--67/brand-of-the-nine-hells--265/,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
Brass Dragon Lineage ,/feats/dragon-magic--62/brass-dragon-lineage--180/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Brawler,/feats/unearthed-arcana--90/brawler--266/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Breadth of Knowledge,/feats/unearthed-arcana--90/breadth-of-knowledge--267/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Breath Control,/feats/secrets-of-sarlona--14/breath-control--268/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
Breath of Siberys,/feats/dragonmarked--7/breath-of-siberys--269/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Breath of Unlife,/feats/dragons-of-faerun--26/breath-of-unlife--270/,Dragons of Faerun,/rulebooks/forgotten-realms-35--4/dragons-of-faerun--26/
Breathing Link,/feats/races-of-faerun--23/breathing-link--271/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Breathing Link,/feats/stormwrack--87/breathing-link--272/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Brew Potion,/feats/players-handbook-v35--6/brew-potion--274/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Bright Sigil,/feats/races-of-destiny--81/bright-sigil--275/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Broken One&#39;s Sacrifice,/feats/champions-of-valor--28/broken-ones-sacrifice--276/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Bronze Dragon Lineage ,/feats/dragon-magic--62/bronze-dragon-lineage--253/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Brutal Strike,/feats/players-handbook-ii--80/brutal-strike--277/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Brutal Throw,/feats/complete-adventurer--54/brutal-throw--278/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Brutal Throw,/feats/monster-manual-v--78/brutal-throw--279/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
Brute Fighting,/feats/races-of-eberron--10/brute-fighting--280/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Bullheaded,/feats/forgotten-realms-campaign-setting--19/bullheaded--281/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Bullheaded,/feats/players-guide-to-faerun--22/bullheaded--282/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Bulwark of Defense,/feats/epic-level-handbook--41/bulwark-of-defense--283/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
