id,name,link,isPrestige,book,bookLink
703,Royal Explorer,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/royal-explorer/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
704,Ruathar,/classes/races-of-the-wild--84/ruathar/,true,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
705,Ruby Knight Vindicator,/classes/tome-of-battle-the-book-of-nine-swords--88/ruby-knight-vindicator/,true,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
706,Ruby Rose Knight (Paladin),/classes/champions-of-valor--28/ruby-rose-knight-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
707,Runecaster,/classes/forgotten-realms-campaign-setting--19/runecaster/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
708,Runecaster,/classes/players-guide-to-faerun--22/runecaster/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
709,Runescarred Berserker,/classes/unapproachable-east--33/runescarred-berserker/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
710,Runesmith,/classes/races-of-stone--82/runesmith/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
711,Sacred Exorcist,/classes/complete-divine--56/sacred-exorcist/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
712,Sacred Exorcist,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/sacred-exorcist/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
713,Sacred Fist,/classes/complete-divine--56/sacred-fist/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
714,Sacred Fist,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/sacred-fist/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
715,Sacred Purifier,/classes/libris-mortis-the-book-of-the-dead--71/sacred-purifier/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
716,Sacred Warder of Bahamut,/classes/draconomicon--92/sacred-warder-of-bahamut/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
717,Samurai,/classes/complete-warrior--61/samurai/,false,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
718,Samurai,/classes/oriental-adventures--96/samurai/,false,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
719,Sanctified Mind,/classes/lords-of-madness--72/sanctified-mind/,true,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
720,Sanctified One,/classes/complete-champion--57/sanctified-one/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
721,Sand Shaper,/classes/sandstorm--85/sand-shaper/,true,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
722,Sapphire Hierarch,/classes/magic-of-incarnum--74/sapphire-hierarch/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
723,Savage Bard,/classes/unearthed-arcana--90/savage-bard/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
724,Savant,/classes/dragon-compendium--109/savant/,false,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
725,Savant Aboleth,/classes/lords-of-madness--72/savant-aboleth/,true,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
726,Scaled Horror,/classes/savage-species--47/scaled-horror/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
727,Scar Enforcer,/classes/races-of-destiny--81/scar-enforcer/,true,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
728,Scarlet Corsair,/classes/stormwrack--87/scarlet-corsair/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
729,Scion of Dantalion,/classes/tome-of-magic--89/scion-of-dantalion/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
730,Scion of Tem-et-nu,/classes/sandstorm--85/scion-of-tem-et-nu/,true,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
731,Scorpion Heritor,/classes/sandstorm--85/scorpion-heritor/,true,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
732,Scorpion Wraith,/classes/secrets-of-xendrik--15/scorpion-wraith/,true,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
733,Scourge Maiden,/classes/shining-south--25/scourge-maiden/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
734,Scout,/classes/complete-adventurer--54/scout/,false,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
735,Sea Mother Whip,/classes/underdark--34/sea-mother-whip/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
736,Sea Witch,/classes/stormwrack--87/sea-witch/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
737,Seeker of the Misty Isle,/classes/complete-divine--56/seeker-of-the-misty-isle/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
738,Seeker of the Song,/classes/complete-arcane--55/seeker-of-the-song/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
739,Sentinel of Bharrai,/classes/book-of-exalted-deeds--52/sentinel-of-bharrai/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
740,Serene Guardian,/classes/the-shattered-gates-of-slaughtergarde--104/serene-guardian/,true,The Shattered Gates of Slaughtergarde,/rulebooks/supplementals-35--5/the-shattered-gates-of-slaughtergarde--104/
741,Serpent Slayer,/classes/serpent-kingdoms--24/serpent-slayer/,true,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
742,Sha&#39;ir,/classes/dragon-compendium--109/shair/,false,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
743,Shaaryan Hunter,/classes/players-guide-to-faerun--22/shaaryan-hunter/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
744,Shade Hunter,/classes/champions-of-ruin--27/shade-hunter/,true,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
745,Shadow Adept,/classes/forgotten-realms-campaign-setting--19/shadow-adept/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
746,Shadow Adept,/classes/players-guide-to-faerun--22/shadow-adept/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
747,Shadow Hunter,/classes/dragonmarked--7/shadow-hunter/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
748,Shadow Scout,/classes/oriental-adventures--96/shadow-scout/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
749,Shadow Sentinel,/classes/races-of-destiny--81/shadow-sentinel/,true,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
750,Shadow Sun Ninja,/classes/tome-of-battle-the-book-of-nine-swords--88/shadow-sun-ninja/,true,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
751,Shadow Sword (Ranger),/classes/champions-of-valor--28/shadow-sword-ranger/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
752,Shadow Thief of Amn,/classes/players-guide-to-faerun--22/shadow-thief-of-amn/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
753,Shadowbane Inquisitor,/classes/complete-adventurer--54/shadowbane-inquisitor/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
754,Shadowbane Stalker,/classes/complete-adventurer--54/shadowbane-stalker/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
755,Shadowblade,/classes/tome-of-magic--89/shadowblade/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
756,Shadowcaster,/classes/tome-of-magic--89/shadowcaster/,false,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
757,Shadowcraft Mage,/classes/races-of-stone--82/shadowcraft-mage/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
758,Shadowcrafter,/classes/underdark--34/shadowcrafter/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
759,Shadowdancer,/classes/dungeon-masters-guide-v35--4/shadowdancer/,true,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
760,Shadowmind,/classes/complete-adventurer--54/shadowmind/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
761,Shadowsmith,/classes/tome-of-magic--89/shadowsmith/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
762,Shadowspy,/classes/complete-champion--57/shadowspy/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
763,Shadowstriker,/classes/complete-champion--57/shadowstriker/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
764,Shaman,/classes/oriental-adventures--96/shaman/,false,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
765,Shaper of Form,/classes/dragon-compendium--109/shaper-form/,true,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
766,Shapeshifter,/classes/oriental-adventures--96/shapeshifter/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
767,Sharn Skymage,/classes/sharn-city-of-towers--11/sharn-skymage/,true,Sharn: City of Towers,/rulebooks/eberron-35--3/sharn-city-of-towers--11/
768,Shiba Protector,/classes/oriental-adventures--96/shiba-protector/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
769,Shifter,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/shifter/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
770,Shining Blade of Heironeous,/classes/complete-divine--56/shining-blade-of-heironeous/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
771,Shintao Monk,/classes/oriental-adventures--96/shintao-monk/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
772,Shooting Star (Ranger),/classes/champions-of-valor--28/shooting-star-ranger/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
773,Shou Disciple,/classes/unapproachable-east--33/shou-disciple/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
774,Shugenja,/classes/complete-divine--56/shugenja/,false,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
775,Shugenja,/classes/oriental-adventures--96/shugenja/,false,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
776,Silver Key,/classes/dragonmarked--7/silver-key/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
777,Silver Pyromancer,/classes/five-nations--101/silver-pyromancer/,true,Five Nations,/rulebooks/eberron-35--3/five-nations--101/
778,Silverstar,/classes/faiths-pantheons--18/silverstar/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
779,Singer of Concordance,/classes/races-of-the-dragon--83/singer-of-concordance/,true,Races of the Dragon,/rulebooks/supplementals-35--5/races-of-the-dragon--83/
780,Singh Rager,/classes/oriental-adventures--96/singh-rager/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
781,Siren,/classes/savage-species--47/siren/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
782,Skullclan Hunter,/classes/miniatures-handbook--75/skullclan-hunter/,true,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
783,Skylord,/classes/book-of-exalted-deeds--52/skylord/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
784,Skypledged,/classes/races-of-the-wild--84/skypledged/,true,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
785,Slaad Brooder,/classes/savage-species--47/slaad-brooder/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
786,Slayer of Domiel,/classes/book-of-exalted-deeds--52/slayer-of-domiel/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
787,Slime Lord,/classes/players-guide-to-faerun--22/slime-lord/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
788,Sohei,/classes/oriental-adventures--96/sohei/,false,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
789,Solar Channeler,/classes/the-shattered-gates-of-slaughtergarde--104/solar-channeler/,true,The Shattered Gates of Slaughtergarde,/rulebooks/supplementals-35--5/the-shattered-gates-of-slaughtergarde--104/
790,Soldier of Light,/classes/deities-and-demigods--39/soldier-of-light/,true,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
791,Sorcerer,/classes/eberron-campaign-setting--12/sorcerer/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
792,Sorcerer,/classes/forgotten-realms-campaign-setting--19/sorcerer/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
793,Sorcerer,/classes/players-handbook-v35--6/sorcerer/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
794,Sorcerer,/classes/sandstorm--85/sorcerer/,false,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
795,Sorcerer/Wizard Variant,/classes/unearthed-arcana--90/sorcererwizard-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
796,Soul Eater,/classes/book-of-vile-darkness--37/soul-eater/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
797,Soulborn,/classes/magic-of-incarnum--74/soulborn/,false,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
798,Soulbow,/classes/complete-psionic--59/soulbow/,true,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
799,Soulcaster,/classes/magic-of-incarnum--74/soulcaster/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
800,Soulguard,/classes/fiendish-codex-ii-tyrants-of-the-nine-hells--67/soulguard/,true,Fiendish Codex II: Tyrants of the Nine Hells,/rulebooks/supplementals-35--5/fiendish-codex-ii-tyrants-of-the-nine-hells--67/
801,Soulknife,/classes/expanded-psionics-handbook--65/soulknife/,false,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
802,Sovereign Speaker,/classes/faiths-of-eberron--8/sovereign-speaker/,true,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
803,Specialized Wizard Variants,/classes/unearthed-arcana--90/specialized-wizard-variants/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
804,Spell Scion,/classes/unearthed-arcana--90/spell-scion/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
805,Spellcarved Soldier,/classes/races-of-eberron--10/spellcarved-soldier/,true,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
806,Spellcaster,/classes/unearthed-arcana--90/spellcaster/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
807,Spelldancer,/classes/magic-of-faerun--20/spelldancer/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
808,Spellfire Channeler,/classes/magic-of-faerun--20/spellfire-channeler/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
809,Spellguard of Silverymoon,/classes/players-guide-to-faerun--22/spellguard-of-silverymoon/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
810,Spellsinger,/classes/races-of-faerun--23/spellsinger/,true,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
811,Spellsword,/classes/complete-warrior--61/spellsword/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
812,Spellsword,/classes/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/spellsword/,true,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
813,Spellthief,/classes/complete-adventurer--54/spellthief/,false,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
814,Spellwarp Sniper,/classes/complete-scoundrel--60/spellwarp-sniper/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
815,Spinemeld Warrior,/classes/magic-of-incarnum--74/spinemeld-warrior/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
816,Spirit Shaman,/classes/complete-divine--56/spirit-shaman/,false,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
817,Spur Lord,/classes/lords-of-darkness--95/spur-lord/,true,Lords of Darkness,/rulebooks/forgotten-realms-30--6/lords-of-darkness--95/
818,Spymaster,/classes/complete-adventurer--54/spymaster/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
819,Spymaster,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/spymaster/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
820,Squire of Legend,/classes/complete-champion--57/squire-of-legend/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
821,Stalker of Kharash,/classes/book-of-exalted-deeds--52/stalker-of-kharash/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
822,Steel Legionnaire,/classes/dragonlance-campaign-setting--98/steel-legionnaire/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
823,Stoneblessed,/classes/races-of-stone--82/stoneblessed/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
824,Stonedeath Assassin,/classes/races-of-stone--82/stonedeath-assassin/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
825,Stonelord,/classes/complete-warrior--61/stonelord/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
826,Stonespeaker Guardian,/classes/races-of-stone--82/stonespeaker-guardian/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
827,Storm Disciple,/classes/complete-psionic--59/storm-disciple/,true,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
828,Storm Sentry,/classes/dragonmarked--7/storm-sentry/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
829,Stormcaster,/classes/stormwrack--87/stormcaster/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
830,Stormlord,/classes/complete-divine--56/stormlord/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
831,Stormlord,/classes/faiths-pantheons--18/stormlord/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
832,Stormsinger,/classes/frostburn--68/stormsinger/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
833,Stormtalon,/classes/races-of-the-wild--84/stormtalon/,true,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
834,Streetfighter,/classes/complete-adventurer--54/streetfighter/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
835,Strifeleader,/classes/faiths-pantheons--18/strifeleader/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
836,Sublime Chord,/classes/complete-arcane--55/sublime-chord/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
837,Suel Arcanamach,/classes/complete-arcane--55/suel-arcanamach/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
838,Sun Soul Monk,/classes/city-of-splendors-waterdeep--16/sun-soul-monk/,true,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
839,Sunmaster,/classes/lost-empires-of-faerun--30/sunmaster/,true,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
840,Survivor,/classes/savage-species--47/survivor/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
841,Swanmay,/classes/book-of-exalted-deeds--52/swanmay/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
842,Swashbuckler,/classes/complete-warrior--61/swashbuckler/,false,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
843,Swift Scion,/classes/unearthed-arcana--90/swift-scion/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
844,Swift Wing,/classes/dragon-magic--62/swift-wing/,true,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
845,Sword Dancer,/classes/faiths-pantheons--18/sword-dancer/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
846,Sword of Righteousness,/classes/book-of-exalted-deeds--52/sword-of-righteousness/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
847,Swordsage,/classes/tome-of-battle-the-book-of-nine-swords--88/swordsage/,false,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
848,Sybil,/classes/savage-species--47/sybil/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
849,Tactical Soldier,/classes/miniatures-handbook--75/tactical-soldier/,true,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
850,Tainted Scholar,/classes/heroes-of-horror--70/tainted-scholar/,true,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
851,Tainted Sorcerer,/classes/unearthed-arcana--90/tainted-sorcerer/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
852,Tainted Warrior,/classes/unearthed-arcana--90/tainted-warrior/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
853,Talon of Tiamat,/classes/draconomicon--92/talon-of-tiamat/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
854,Talontar Blightlord,/classes/unapproachable-east--33/talontar-blightlord/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
855,Tamer of Beasts,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/tamer-of-beasts/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
856,Tattooed Monk,/classes/complete-warrior--61/tattooed-monk/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
857,Tattooed Monk,/classes/oriental-adventures--96/tattooed-monk/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
858,Techsmith,/classes/faiths-pantheons--18/techsmith/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
859,Telflammar Shadowlord,/classes/unapproachable-east--33/telflammar-shadowlord/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
860,Tempest,/classes/complete-adventurer--54/tempest/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
861,Tempest,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/tempest/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
862,Templar,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/templar/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
863,Temple Raider of Olidammara,/classes/complete-divine--56/temple-raider-of-olidammara/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
864,Temple Raider of Olidammara,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/temple-raider-of-olidammara/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
865,Tenebrous Apostate,/classes/tome-of-magic--89/tenebrous-apostate/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
866,Thaumaturgist,/classes/dungeon-masters-guide-v35--4/thaumaturgist/,true,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
867,Thayan Gladiator,/classes/champions-of-ruin--27/thayan-gladiator/,true,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
868,Thayan Knight,/classes/complete-warrior--61/thayan-knight/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
869,Thayan Knight,/classes/lords-of-darkness--95/thayan-knight/,true,Lords of Darkness,/rulebooks/forgotten-realms-30--6/lords-of-darkness--95/
870,Thayan Slaver,/classes/unapproachable-east--33/thayan-slaver/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
871,Thief of Life,/classes/faiths-of-eberron--8/thief-of-life/,true,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
872,Thief-acrobat,/classes/complete-adventurer--54/thief-acrobat/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
873,Thief-acrobat,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/thief-acrobat/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
874,Thrall of Demogorgon,/classes/book-of-vile-darkness--37/thrall-of-demogorgon/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
875,Thrall of Graz&#39;zt,/classes/book-of-vile-darkness--37/thrall-of-grazzt/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
876,Thrall of Juiblex,/classes/book-of-vile-darkness--37/thrall-of-juiblex/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
877,Thrall of Orcus,/classes/book-of-vile-darkness--37/thrall-of-orcus/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
878,Thrallherd,/classes/expanded-psionics-handbook--65/thrallherd/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
879,Thri-kreen Racial Class,/classes/complete-psionic--59/thri-kreen-racial-class/,false,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
880,Thug,/classes/unearthed-arcana--90/thug/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
881,Thunder Guide,/classes/explorers-handbook--100/thunder-guide/,true,Explorer&#39;s Handbook,/rulebooks/eberron-35--3/explorers-handbook--100/
882,Tomb Warden,/classes/libris-mortis-the-book-of-the-dead--71/tomb-warden/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
